"coach","wins","draws","losses","total_points","position","simulation"
"Simon",5,0,16,33854,7,1061
"Jordan",5,0,16,31951,8,1061
"Anthony",13,0,8,35505,1,1062
"Mark",13,0,8,35112,2,1062
"Lester",12,0,9,35815,3,1062
"Luke",11,0,10,34779,4,1062
"Jordan",11,0,10,33423,5,1062
"Paul",10,0,11,35755,6,1062
"James",9,0,12,35189,7,1062
"Simon",5,0,16,33431,8,1062
"Lester",14,0,7,36281,1,1063
"James",13,0,8,35646,2,1063
"Paul",12,0,9,35650,3,1063
"Anthony",12,0,9,35298,4,1063
"Mark",11,0,10,35762,5,1063
"Luke",11,0,10,34740,6,1063
"Simon",8,0,13,33298,7,1063
"Jordan",3,0,18,32504,8,1063
"Lester",14,0,7,36751,1,1064
"Mark",13,0,8,35421,2,1064
"Paul",12,0,9,36099,3,1064
"Anthony",12,0,9,35663,4,1064
"Luke",10,0,11,34768,5,1064
"James",10,0,11,34629,6,1064
"Simon",8,0,13,33308,7,1064
"Jordan",5,0,16,33164,8,1064
"Lester",18,0,3,36637,1,1065
"Paul",13,0,8,36312,2,1065
"Anthony",11,0,10,34382,3,1065
"Luke",10,0,11,35143,4,1065
"James",10,0,11,34573,5,1065
"Mark",9,0,12,34258,6,1065
"Jordan",9,0,12,32828,7,1065
"Simon",4,0,17,32630,8,1065
"Anthony",14,0,7,35779,1,1066
"Lester",13,0,8,35815,2,1066
"James",13,0,8,34906,3,1066
"Luke",12,0,9,35154,4,1066
"Paul",11,0,10,36623,5,1066
"Mark",8,0,13,35138,6,1066
"Simon",8,0,13,34332,7,1066
"Jordan",5,0,16,32536,8,1066
"Paul",15,0,6,36293,1,1067
"Lester",14,0,7,36832,2,1067
"Mark",13,0,8,35987,3,1067
"Anthony",12,0,9,35366,4,1067
"Luke",9,0,12,34486,5,1067
"Simon",8,0,13,34001,6,1067
"James",7,0,14,33575,7,1067
"Jordan",6,0,15,32895,8,1067
"Lester",15,0,6,36626,1,1068
"Paul",12,0,9,36064,2,1068
"Anthony",12,0,9,35658,3,1068
"Luke",12,0,9,35186,4,1068
"Mark",11,0,10,34905,5,1068
"James",9,0,12,34806,6,1068
"Simon",8,0,13,33025,7,1068
"Jordan",5,0,16,32130,8,1068
"Lester",14,0,7,36530,1,1069
"Paul",14,0,7,36026,2,1069
"Mark",13,0,8,34790,3,1069
"Anthony",11,0,10,35099,4,1069
"James",9,0,12,34640,5,1069
"Jordan",9,0,12,33127,6,1069
"Luke",8,0,13,34377,7,1069
"Simon",6,0,15,33523,8,1069
"Lester",15,0,6,36696,1,1070
"Paul",13,0,8,36789,2,1070
"Mark",12,0,9,36782,3,1070
"Anthony",11,0,10,35207,4,1070
"Luke",11,0,10,35158,5,1070
"Simon",9,0,12,33839,6,1070
"James",8,0,13,34948,7,1070
"Jordan",5,0,16,32316,8,1070
"Luke",15,0,6,35100,1,1071
"Lester",14,0,7,35655,2,1071
"Anthony",12,0,9,34787,3,1071
"Paul",11,0,10,36039,4,1071
"Mark",11,0,10,35126,5,1071
"James",9,0,12,35063,6,1071
"Simon",7,0,14,33253,7,1071
"Jordan",5,0,16,32744,8,1071
"Paul",14,0,7,36631,1,1072
"Lester",13,0,8,36227,2,1072
"Mark",11,0,10,34927,3,1072
"Anthony",10,0,11,35416,4,1072
"Luke",10,0,11,34362,5,1072
"James",9,0,12,34026,6,1072
"Jordan",9,0,12,33038,7,1072
"Simon",8,0,13,33601,8,1072
"Paul",15,0,6,36930,1,1073
"Lester",15,0,6,36504,2,1073
"Anthony",13,0,8,35679,3,1073
"Mark",11,0,10,36298,4,1073
"Luke",11,0,10,34640,5,1073
"James",7,0,14,34444,6,1073
"Simon",6,0,15,33116,7,1073
"Jordan",6,0,15,33046,8,1073
"Paul",15,0,6,37685,1,1074
"Luke",14,0,7,35023,2,1074
"Lester",13,0,8,35533,3,1074
"Anthony",11,0,10,35507,4,1074
"Jordan",10,0,11,33300,5,1074
"Mark",8,0,13,34489,6,1074
"Simon",7,0,14,33942,7,1074
"James",6,0,15,34580,8,1074
"Paul",16,0,5,36470,1,1075
"Lester",15,0,6,36571,2,1075
"Luke",11,0,10,35244,3,1075
"Anthony",11,0,10,35241,4,1075
"Mark",11,0,10,35147,5,1075
"James",8,0,13,34443,6,1075
"Jordan",7,0,14,32818,7,1075
"Simon",5,0,16,33336,8,1075
"Lester",15,0,6,36450,1,1076
"Paul",14,0,7,36019,2,1076
"Anthony",12,0,9,35517,3,1076
"Mark",11,0,10,35725,4,1076
"James",10,0,11,35074,5,1076
"Luke",9,0,12,35195,6,1076
"Jordan",7,0,14,33643,7,1076
"Simon",6,0,15,33639,8,1076
"Lester",14,0,7,36351,1,1077
"Paul",11,0,10,36024,2,1077
"Mark",11,0,10,35753,3,1077
"James",11,0,10,35463,4,1077
"Anthony",11,0,10,34867,5,1077
"Luke",10,0,11,34592,6,1077
"Jordan",10,0,11,34040,7,1077
"Simon",6,0,15,33749,8,1077
"Lester",16,0,5,36860,1,1078
"Anthony",14,0,7,35428,2,1078
"Paul",12,0,9,36503,3,1078
"Luke",11,0,10,35289,4,1078
"Mark",9,0,12,36106,5,1078
"James",9,0,12,34708,6,1078
"Simon",7,0,14,33646,7,1078
"Jordan",6,0,15,33066,8,1078
"Anthony",14,0,7,35328,1,1079
"Paul",13,0,8,36563,2,1079
"Lester",13,0,8,36094,3,1079
"Luke",11,1,9,34792,4,1079
"James",10,0,11,34955,5,1079
"Mark",9,0,12,35290,6,1079
"Simon",7,1,13,33225,7,1079
"Jordan",6,0,15,33147,8,1079
"Lester",14,0,7,36198,1,1080
"Paul",13,0,8,37041,2,1080
"James",13,0,8,35264,3,1080
"Anthony",13,0,8,35215,4,1080
"Mark",10,0,11,35090,5,1080
"Luke",10,0,11,35072,6,1080
"Jordan",6,0,15,32268,7,1080
"Simon",5,0,16,33086,8,1080
"Lester",15,0,6,36044,1,1081
"Luke",13,0,8,34440,2,1081
"Paul",12,0,9,36889,3,1081
"Mark",12,0,9,35802,4,1081
"James",9,0,12,34928,5,1081
"Anthony",9,0,12,34414,6,1081
"Jordan",7,0,14,33537,7,1081
"Simon",7,0,14,32898,8,1081
"Paul",14,0,7,36614,1,1082
"Lester",11,0,10,36542,2,1082
"Mark",11,0,10,36211,3,1082
"Luke",11,0,10,35453,4,1082
"Jordan",11,0,10,33636,5,1082
"James",10,0,11,34748,6,1082
"Anthony",8,0,13,34661,7,1082
"Simon",8,0,13,34192,8,1082
"Paul",13,0,8,36692,1,1083
"James",13,0,8,35241,2,1083
"Lester",12,0,9,35813,3,1083
"Anthony",12,0,9,35397,4,1083
"Luke",10,0,11,35384,5,1083
"Mark",10,0,11,34774,6,1083
"Simon",7,0,14,33045,7,1083
"Jordan",7,0,14,32800,8,1083
"Lester",16,0,5,36815,1,1084
"Paul",14,0,7,37545,2,1084
"Anthony",12,0,9,35496,3,1084
"Mark",12,0,9,35063,4,1084
"Luke",11,0,10,34925,5,1084
"James",8,0,13,34306,6,1084
"Jordan",7,0,14,32736,7,1084
"Simon",4,0,17,33714,8,1084
"Anthony",14,0,7,35993,1,1085
"Lester",13,0,8,35940,2,1085
"Paul",13,0,8,35679,3,1085
"Mark",12,0,9,36228,4,1085
"Luke",12,0,9,34699,5,1085
"James",7,0,14,33754,6,1085
"Simon",7,0,14,33487,7,1085
"Jordan",6,0,15,32298,8,1085
"Lester",14,0,7,36430,1,1086
"Paul",12,0,9,35681,2,1086
"Anthony",12,0,9,34842,3,1086
"Mark",11,0,10,35204,4,1086
"James",9,0,12,34748,5,1086
"Simon",9,0,12,34712,6,1086
"Jordan",9,0,12,33806,7,1086
"Luke",8,0,13,34609,8,1086
"Lester",16,0,5,36374,1,1087
"Paul",13,0,8,37042,2,1087
"Anthony",12,0,9,34989,3,1087
"Mark",11,0,10,36344,4,1087
"Luke",10,0,11,35642,5,1087
"Jordan",9,0,12,33843,6,1087
"Simon",7,0,14,33078,7,1087
"James",6,0,15,34246,8,1087
"Paul",15,0,6,36847,1,1088
"Lester",15,0,6,36060,2,1088
"Luke",13,0,8,35826,3,1088
"Anthony",11,0,10,35617,4,1088
"Mark",10,0,11,35411,5,1088
"James",9,0,12,34604,6,1088
"Jordan",7,0,14,33102,7,1088
"Simon",4,0,17,33169,8,1088
"Paul",16,0,5,37942,1,1089
"Lester",14,0,7,36151,2,1089
"Anthony",13,0,8,36311,3,1089
"Mark",13,0,8,36242,4,1089
"Luke",8,0,13,34797,5,1089
"Simon",7,0,14,33598,6,1089
"Jordan",7,0,14,33147,7,1089
"James",6,0,15,34309,8,1089
"Lester",16,0,5,36588,1,1090
"Paul",13,0,8,36204,2,1090
"Luke",12,0,9,34943,3,1090
"Anthony",11,0,10,35162,4,1090
"Mark",10,0,11,35082,5,1090
"James",9,0,12,34437,6,1090
"Jordan",9,0,12,32991,7,1090
"Simon",4,0,17,32253,8,1090
"Anthony",14,0,7,35297,1,1091
"Lester",13,0,8,36027,2,1091
"James",12,0,9,35119,3,1091
"Paul",11,0,10,36556,4,1091
"Luke",10,0,11,34857,5,1091
"Simon",10,0,11,34222,6,1091
"Mark",8,0,13,34691,7,1091
"Jordan",6,0,15,32897,8,1091
"Paul",15,0,6,37189,1,1092
"Anthony",12,0,9,35627,2,1092
"Lester",12,0,9,35548,3,1092
"Mark",12,0,9,35327,4,1092
"Luke",9,0,12,35198,5,1092
"James",9,0,12,34384,6,1092
"Jordan",8,0,13,33487,7,1092
"Simon",7,0,14,34359,8,1092
"Lester",15,0,6,37137,1,1093
"Paul",13,0,8,36368,2,1093
"Luke",13,0,8,35133,3,1093
"Mark",12,0,9,34963,4,1093
"Anthony",11,0,10,35088,5,1093
"James",8,0,13,34468,6,1093
"Jordan",7,0,14,33254,7,1093
"Simon",5,0,16,33171,8,1093
"Paul",15,0,6,37626,1,1094
"Lester",14,0,7,36009,2,1094
"Anthony",13,0,8,35330,3,1094
"Luke",12,0,9,35107,4,1094
"James",9,0,12,34541,5,1094
"Mark",7,0,14,34881,6,1094
"Simon",7,0,14,33946,7,1094
"Jordan",7,0,14,33168,8,1094
"Lester",13,0,8,36429,1,1095
"Luke",13,0,8,35370,2,1095
"Paul",12,0,9,36274,3,1095
"Anthony",10,0,11,35645,4,1095
"Mark",10,0,11,35398,5,1095
"James",10,0,11,34581,6,1095
"Simon",9,0,12,33653,7,1095
"Jordan",7,0,14,32828,8,1095
"Lester",15,0,6,36753,1,1096
"Paul",12,0,9,36075,2,1096
"Anthony",12,0,9,35628,3,1096
"Luke",11,0,10,34994,4,1096
"Mark",9,0,12,35057,5,1096
"James",9,0,12,34372,6,1096
"Simon",8,0,13,33059,7,1096
"Jordan",8,0,13,32700,8,1096
"Paul",15,0,6,37348,1,1097
"Mark",14,0,7,34839,2,1097
"Lester",13,0,8,36523,3,1097
"Anthony",9,0,12,34732,4,1097
"James",9,0,12,34639,5,1097
"Jordan",9,0,12,33573,6,1097
"Luke",8,0,13,34821,7,1097
"Simon",7,0,14,33770,8,1097
"Paul",15,0,6,36070,1,1098
"Lester",13,0,8,36766,2,1098
"Mark",11,0,10,35299,3,1098
"Anthony",11,0,10,34616,4,1098
"Luke",10,0,11,34641,5,1098
"Simon",9,0,12,34656,6,1098
"James",8,0,13,34733,7,1098
"Jordan",7,0,14,33437,8,1098
"Lester",16,0,5,37195,1,1099
"Paul",13,0,8,36181,2,1099
"Mark",12,0,9,35325,3,1099
"Luke",11,0,10,34595,4,1099
"James",11,0,10,34512,5,1099
"Anthony",10,0,11,35543,6,1099
"Jordan",7,0,14,33493,7,1099
"Simon",4,0,17,33143,8,1099
"Lester",15,0,6,36872,1,1100
"Paul",13,0,8,36650,2,1100
"Anthony",13,0,8,35114,3,1100
"Luke",12,0,9,34860,4,1100
"James",8,0,13,34872,5,1100
"Mark",8,0,13,34868,6,1100
"Simon",8,0,13,34520,7,1100
"Jordan",7,0,14,33503,8,1100
"Lester",15,0,6,36756,1,1101
"Mark",13,0,8,36216,2,1101
"Paul",13,0,8,35659,3,1101
"Anthony",12,0,9,35853,4,1101
"Luke",9,0,12,34706,5,1101
"James",8,0,13,34535,6,1101
"Jordan",8,0,13,33180,7,1101
"Simon",6,0,15,33985,8,1101
"Paul",15,0,6,37232,1,1102
"Lester",11,0,10,36037,2,1102
"Anthony",11,0,10,35206,3,1102
"Luke",10,0,11,34715,4,1102
"James",10,0,11,34426,5,1102
"Mark",9,0,12,35002,6,1102
"Simon",9,0,12,33950,7,1102
"Jordan",9,0,12,33136,8,1102
"Lester",16,0,5,37087,1,1103
"Paul",13,0,8,36286,2,1103
"Anthony",13,0,8,35643,3,1103
"Mark",12,0,9,36183,4,1103
"Luke",11,0,10,34980,5,1103
"James",9,0,12,34326,6,1103
"Simon",6,0,15,32285,7,1103
"Jordan",4,0,17,33169,8,1103
"Lester",14,0,7,36677,1,1104
"Anthony",13,0,8,35619,2,1104
"Paul",12,0,9,36419,3,1104
"Mark",11,0,10,36089,4,1104
"James",10,0,11,34507,5,1104
"Luke",9,0,12,34947,6,1104
"Simon",8,0,13,33516,7,1104
"Jordan",7,0,14,33455,8,1104
"Paul",15,0,6,36164,1,1105
"Lester",14,0,7,35871,2,1105
"James",13,0,8,35168,3,1105
"Anthony",11,0,10,35205,4,1105
"Mark",11,0,10,35169,5,1105
"Luke",9,0,12,34265,6,1105
"Jordan",6,0,15,32183,7,1105
"Simon",5,0,16,32940,8,1105
"Paul",15,0,6,37574,1,1106
"Lester",14,0,7,37058,2,1106
"Anthony",13,0,8,35364,3,1106
"Luke",12,0,9,35788,4,1106
"Mark",10,0,11,35714,5,1106
"James",9,0,12,34902,6,1106
"Jordan",7,0,14,33036,7,1106
"Simon",4,0,17,33384,8,1106
"Lester",14,0,7,36276,1,1107
"Mark",14,0,7,35617,2,1107
"Anthony",12,0,9,35141,3,1107
"Paul",11,0,10,35794,4,1107
"Luke",11,0,10,35306,5,1107
"James",10,0,11,35147,6,1107
"Jordan",7,0,14,32693,7,1107
"Simon",5,0,16,33112,8,1107
"Lester",14,0,7,36135,1,1108
"Anthony",13,0,8,34510,2,1108
"Paul",11,0,10,35743,3,1108
"Luke",11,0,10,34909,4,1108
"Mark",10,0,11,35159,5,1108
"James",9,0,12,34551,6,1108
"Simon",8,0,13,34236,7,1108
"Jordan",8,0,13,33371,8,1108
"Lester",14,0,7,36679,1,1109
"Paul",14,0,7,36086,2,1109
"Anthony",12,0,9,34678,3,1109
"Luke",12,0,9,34508,4,1109
"James",10,0,11,34594,5,1109
"Jordan",9,0,12,33344,6,1109
"Mark",8,0,13,34942,7,1109
"Simon",5,0,16,33513,8,1109
"Lester",15,0,6,35830,1,1110
"Paul",14,0,7,37120,2,1110
"Luke",13,0,8,34848,3,1110
"James",11,0,10,35170,4,1110
"Mark",9,0,12,34511,5,1110
"Simon",9,0,12,33276,6,1110
"Anthony",7,0,14,34962,7,1110
"Jordan",6,0,15,32481,8,1110
"Lester",14,0,7,37112,1,1111
"Paul",14,0,7,36402,2,1111
"Anthony",12,0,9,35502,3,1111
"Mark",11,0,10,34737,4,1111
"Luke",11,0,10,34245,5,1111
"Jordan",9,0,12,33525,6,1111
"Simon",7,0,14,33546,7,1111
"James",6,0,15,33895,8,1111
"Paul",16,0,5,37075,1,1112
"Lester",15,0,6,36206,2,1112
"Mark",11,1,9,35686,3,1112
"Anthony",11,0,10,34876,4,1112
"Luke",10,1,10,35094,5,1112
"James",8,0,13,34910,6,1112
"Simon",6,0,15,33815,7,1112
"Jordan",6,0,15,33751,8,1112
"Paul",16,0,5,37183,1,1113
"Lester",14,0,7,35824,2,1113
"Anthony",13,0,8,35686,3,1113
"Luke",10,0,11,35326,4,1113
"James",10,0,11,34973,5,1113
"Mark",8,0,13,34567,6,1113
"Jordan",7,0,14,33156,7,1113
"Simon",6,0,15,33394,8,1113
"Lester",16,0,5,36509,1,1114
"Luke",14,0,7,34986,2,1114
"Paul",13,0,8,36463,3,1114
"Mark",11,0,10,35348,4,1114
"Anthony",10,0,11,34886,5,1114
"James",7,0,14,34119,6,1114
"Jordan",7,0,14,32613,7,1114
"Simon",6,0,15,33789,8,1114
"James",14,0,7,35232,1,1115
"Lester",12,0,9,35721,2,1115
"Luke",12,0,9,35305,3,1115
"Paul",11,0,10,36870,4,1115
"Mark",10,0,11,35543,5,1115
"Jordan",10,0,11,33563,6,1115
"Anthony",9,0,12,34466,7,1115
"Simon",6,0,15,32761,8,1115
"Paul",15,0,6,36750,1,1116
"Lester",15,0,6,36122,2,1116
"Mark",12,0,9,35691,3,1116
"Luke",12,0,9,35265,4,1116
"Anthony",10,0,11,35062,5,1116
"Jordan",8,0,13,33286,6,1116
"James",7,0,14,34626,7,1116
"Simon",5,0,16,33901,8,1116
"Lester",15,0,6,36285,1,1117
"Paul",13,0,8,36758,2,1117
"Mark",13,0,8,36066,3,1117
"James",10,0,11,35008,4,1117
"Anthony",10,0,11,34512,5,1117
"Luke",9,0,12,34159,6,1117
"Jordan",9,0,12,33727,7,1117
"Simon",5,0,16,32822,8,1117
"Paul",14,0,7,36051,1,1118
"Mark",13,0,8,35877,2,1118
"Anthony",13,0,8,35473,3,1118
"Lester",12,0,9,36117,4,1118
"Luke",11,0,10,35400,5,1118
"James",8,0,13,34656,6,1118
"Jordan",8,0,13,33490,7,1118
"Simon",5,0,16,33455,8,1118
"Lester",16,0,5,37103,1,1119
"Paul",13,0,8,36999,2,1119
"Jordan",11,0,10,34342,3,1119
"Anthony",10,0,11,34931,4,1119
"James",10,0,11,34863,5,1119
"Luke",10,0,11,34771,6,1119
"Mark",8,0,13,34947,7,1119
"Simon",6,0,15,33803,8,1119
"Paul",13,0,8,36124,1,1120
"Mark",12,1,8,35934,2,1120
"Anthony",12,0,9,34984,3,1120
"Lester",11,1,9,35862,4,1120
"Luke",11,0,10,34708,5,1120
"James",9,0,12,34356,6,1120
"Jordan",8,0,13,33355,7,1120
"Simon",7,0,14,33201,8,1120
"Paul",15,0,6,37288,1,1121
"Lester",14,0,7,36487,2,1121
"Anthony",14,0,7,36092,3,1121
"Mark",9,0,12,34409,4,1121
"Jordan",9,0,12,33917,5,1121
"Luke",8,0,13,34299,6,1121
"Simon",8,0,13,33643,7,1121
"James",7,0,14,33928,8,1121
"Paul",14,0,7,36672,1,1122
"Lester",13,0,8,36344,2,1122
"Luke",12,0,9,34520,3,1122
"Anthony",11,0,10,35767,4,1122
"James",11,0,10,35164,5,1122
"Mark",8,0,13,34540,6,1122
"Simon",8,0,13,33233,7,1122
"Jordan",7,0,14,33048,8,1122
"Paul",16,0,5,36889,1,1123
"Lester",13,0,8,36210,2,1123
"Mark",12,0,9,35352,3,1123
"Anthony",11,0,10,35073,4,1123
"James",11,0,10,34877,5,1123
"Jordan",9,0,12,33367,6,1123
"Luke",8,0,13,34308,7,1123
"Simon",4,0,17,32941,8,1123
"Paul",14,0,7,36083,1,1124
"Lester",12,0,9,36456,2,1124
"Mark",12,0,9,35849,3,1124
"Anthony",11,0,10,34926,4,1124
"Luke",11,0,10,34581,5,1124
"James",9,0,12,34700,6,1124
"Simon",8,0,13,34168,7,1124
"Jordan",7,0,14,32723,8,1124
"Lester",16,0,5,36925,1,1125
"Paul",12,0,9,36185,2,1125
"Mark",12,0,9,35802,3,1125
"Luke",11,0,10,35154,4,1125
"Anthony",10,0,11,35636,5,1125
"James",9,0,12,34249,6,1125
"Jordan",8,0,13,33267,7,1125
"Simon",6,0,15,33124,8,1125
"Lester",16,0,5,36547,1,1126
"Paul",12,0,9,35747,2,1126
"Anthony",10,0,11,34882,3,1126
"James",10,0,11,34842,4,1126
"Luke",10,0,11,34517,5,1126
"Mark",9,0,12,35339,6,1126
"Simon",9,0,12,33841,7,1126
"Jordan",8,0,13,32928,8,1126
"Lester",16,0,5,36652,1,1127
"Paul",14,0,7,36938,2,1127
"Mark",11,0,10,36200,3,1127
"Anthony",10,0,11,35592,4,1127
"James",10,0,11,35073,5,1127
"Luke",9,0,12,34594,6,1127
"Jordan",8,0,13,33555,7,1127
"Simon",6,0,15,33516,8,1127
"Paul",14,0,7,36749,1,1128
"Mark",14,0,7,35718,2,1128
"Lester",13,0,8,36207,3,1128
"Anthony",12,0,9,35826,4,1128
"Luke",10,0,11,35349,5,1128
"Simon",8,0,13,34111,6,1128
"Jordan",7,0,14,33000,7,1128
"James",6,0,15,33995,8,1128
"Paul",16,0,5,37132,1,1129
"Anthony",13,1,7,35748,2,1129
"Lester",13,0,8,36536,3,1129
"James",11,1,9,35450,4,1129
"Mark",10,0,11,34633,5,1129
"Jordan",8,0,13,33325,6,1129
"Luke",7,0,14,34546,7,1129
"Simon",5,0,16,32672,8,1129
"Paul",16,0,5,37340,1,1130
"Lester",14,0,7,36384,2,1130
"Anthony",14,0,7,35704,3,1130
"Luke",13,0,8,34820,4,1130
"Mark",9,0,12,34873,5,1130
"James",8,0,13,34335,6,1130
"Jordan",5,0,16,33098,7,1130
"Simon",5,0,16,32504,8,1130
"Paul",13,0,8,36413,1,1131
"Lester",13,0,8,35857,2,1131
"Anthony",13,0,8,35559,3,1131
"Mark",12,0,9,36333,4,1131
"Luke",12,0,9,34846,5,1131
"James",8,0,13,34992,6,1131
"Jordan",7,0,14,33671,7,1131
"Simon",6,0,15,33140,8,1131
"Lester",13,0,8,36499,1,1132
"Luke",13,0,8,35118,2,1132
"Paul",12,0,9,36533,3,1132
"Mark",10,0,11,35035,4,1132
"Anthony",10,0,11,34835,5,1132
"James",10,0,11,33932,6,1132
"Jordan",8,0,13,33586,7,1132
"Simon",8,0,13,33251,8,1132
"Anthony",14,0,7,35509,1,1133
"Paul",13,0,8,36953,2,1133
"Lester",13,0,8,35791,3,1133
"James",12,0,9,34782,4,1133
"Mark",11,0,10,35147,5,1133
"Luke",9,0,12,34815,6,1133
"Simon",6,0,15,33699,7,1133
"Jordan",6,0,15,32891,8,1133
"Lester",14,0,7,36198,1,1134
"Paul",13,0,8,36510,2,1134
"Mark",12,0,9,35405,3,1134
"James",12,0,9,34119,4,1134
"Luke",10,0,11,34936,5,1134
"Anthony",8,0,13,34630,6,1134
"Simon",8,0,13,33585,7,1134
"Jordan",7,0,14,32918,8,1134
"Mark",14,0,7,36311,1,1135
"Lester",13,0,8,36551,2,1135
"Anthony",13,0,8,36089,3,1135
"Paul",12,0,9,36060,4,1135
"Luke",10,0,11,34546,5,1135
"James",8,0,13,34072,6,1135
"Simon",7,0,14,33533,7,1135
"Jordan",7,0,14,33222,8,1135
"Lester",17,0,4,36778,1,1136
"Paul",12,0,9,36306,2,1136
"Anthony",12,0,9,35477,3,1136
"Luke",11,0,10,35029,4,1136
"Mark",9,0,12,35493,5,1136
"Simon",8,0,13,33523,6,1136
"Jordan",8,0,13,33116,7,1136
"James",7,0,14,34310,8,1136
"Lester",17,0,4,36567,1,1137
"Paul",13,1,7,36561,2,1137
"Anthony",13,0,8,35656,3,1137
"Luke",10,0,11,34688,4,1137
"James",10,0,11,34331,5,1137
"Simon",8,0,13,32698,6,1137
"Mark",7,1,13,34462,7,1137
"Jordan",5,0,16,32990,8,1137
"Lester",15,0,6,36927,1,1138
"Luke",15,0,6,35598,2,1138
"Anthony",13,0,8,35145,3,1138
"Paul",11,0,10,36785,4,1138
"Mark",9,0,12,35196,5,1138
"Jordan",8,0,13,32740,6,1138
"James",7,0,14,34353,7,1138
"Simon",6,0,15,33756,8,1138
"Lester",15,0,6,36581,1,1139
"Paul",13,0,8,36215,2,1139
"Anthony",13,0,8,35792,3,1139
"Mark",11,0,10,35500,4,1139
"Luke",11,0,10,34647,5,1139
"James",8,0,13,34827,6,1139
"Jordan",7,0,14,32838,7,1139
"Simon",6,0,15,33343,8,1139
"Lester",15,0,6,35698,1,1140
"Paul",12,0,9,35907,2,1140
"Luke",12,0,9,34918,3,1140
"Anthony",12,0,9,34758,4,1140
"James",11,0,10,34689,5,1140
"Mark",10,0,11,35533,6,1140
"Jordan",9,0,12,33423,7,1140
"Simon",3,0,18,32450,8,1140
"Paul",12,0,9,36644,1,1141
"Lester",12,0,9,35977,2,1141
"Anthony",12,0,9,34949,3,1141
"Luke",12,0,9,34808,4,1141
"Mark",11,0,10,35304,5,1141
"James",11,0,10,34616,6,1141
"Jordan",9,0,12,33118,7,1141
"Simon",5,0,16,32514,8,1141
"Anthony",15,0,6,35937,1,1142
"Paul",13,0,8,36910,2,1142
"Lester",11,0,10,36061,3,1142
"James",11,0,10,34522,4,1142
"Mark",10,0,11,35447,5,1142
"Luke",10,0,11,34945,6,1142
"Simon",9,0,12,33921,7,1142
"Jordan",5,0,16,32244,8,1142
"Mark",14,0,7,36948,1,1143
"Paul",14,0,7,36828,2,1143
"Lester",14,0,7,36314,3,1143
"Luke",11,0,10,34843,4,1143
"James",10,0,11,34905,5,1143
"Anthony",8,0,13,34253,6,1143
"Jordan",7,0,14,34615,7,1143
"Simon",6,0,15,33968,8,1143
"Paul",15,0,6,36567,1,1144
"Mark",12,0,9,35579,2,1144
"Lester",11,0,10,35692,3,1144
"Anthony",11,0,10,35040,4,1144
"James",11,0,10,34942,5,1144
"Luke",10,0,11,34899,6,1144
"Jordan",9,0,12,33842,7,1144
"Simon",5,0,16,33782,8,1144
"Lester",14,0,7,36691,1,1145
"Paul",14,0,7,35769,2,1145
"Mark",12,0,9,35456,3,1145
"Anthony",12,0,9,35197,4,1145
"Luke",10,0,11,34922,5,1145
"James",10,0,11,34598,6,1145
"Jordan",6,0,15,32580,7,1145
"Simon",6,0,15,32402,8,1145
"Paul",14,0,7,36548,1,1146
"Lester",13,0,8,36229,2,1146
"Jordan",11,0,10,33561,3,1146
"Mark",10,0,11,36123,4,1146
"Anthony",10,0,11,35163,5,1146
"James",10,0,11,35106,6,1146
"Luke",9,0,12,34315,7,1146
"Simon",7,0,14,33903,8,1146
"Lester",16,0,5,36916,1,1147
"Anthony",14,0,7,35363,2,1147
"Paul",13,1,7,36595,3,1147
"Mark",11,0,10,36198,4,1147
"James",10,0,11,34299,5,1147
"Luke",7,1,13,34830,6,1147
"Simon",6,0,15,33005,7,1147
"Jordan",6,0,15,32662,8,1147
"Paul",15,0,6,37182,1,1148
"Lester",15,0,6,35987,2,1148
"Anthony",13,0,8,34503,3,1148
"Mark",11,0,10,35339,4,1148
"James",11,0,10,34984,5,1148
"Luke",8,0,13,34435,6,1148
"Simon",7,0,14,33686,7,1148
"Jordan",4,0,17,32050,8,1148
"Lester",16,0,5,36698,1,1149
"Luke",14,0,7,35366,2,1149
"Paul",13,0,8,36573,3,1149
"Anthony",12,0,9,35516,4,1149
"James",9,0,12,34554,5,1149
"Jordan",9,0,12,33806,6,1149
"Mark",7,0,14,34496,7,1149
"Simon",4,0,17,32819,8,1149
"Lester",16,0,5,36630,1,1150
"Paul",14,0,7,36675,2,1150
"Anthony",12,0,9,35729,3,1150
"Luke",9,0,12,34812,4,1150
"James",9,0,12,34702,5,1150
"Jordan",9,0,12,33563,6,1150
"Mark",8,0,13,35200,7,1150
"Simon",7,0,14,33380,8,1150
"Paul",15,0,6,37144,1,1151
"Lester",13,0,8,36153,2,1151
"Anthony",12,0,9,35450,3,1151
"Luke",12,0,9,34297,4,1151
"Mark",10,0,11,35240,5,1151
"James",8,0,13,34799,6,1151
"Simon",7,0,14,33554,7,1151
"Jordan",7,0,14,32897,8,1151
"Paul",16,0,5,37749,1,1152
"Lester",14,0,7,36722,2,1152
"Luke",12,0,9,35738,3,1152
"Mark",10,0,11,35596,4,1152
"Anthony",9,0,12,35297,5,1152
"James",8,0,13,34852,6,1152
"Jordan",8,0,13,32603,7,1152
"Simon",7,0,14,33984,8,1152
"Lester",16,0,5,36455,1,1153
"Mark",15,0,6,36145,2,1153
"Paul",13,0,8,36427,3,1153
"Anthony",12,0,9,35552,4,1153
"James",10,0,11,34312,5,1153
